id_transaksi,id_pelanggan,id_produk,id_perusahaan,jumlah,total_harga,metode_pembayaran,tanggal_transaksi,status_transaksi
2615,34,49,28,8,127280,E-Wallet,2023-08-27 13:23:40,Selesai
2616,671,77,37,5,50885,Debit,2023-11-13 05:22:59,Batal
2617,247,141,38,5,195360,Tunai,2023-08-28 12:49:09,Selesai
2618,433,126,7,6,202908,Tunai,2023-06-27 20:08:06,Batal
2619,1744,203,44,6,39084,E-Wallet,2023-12-09 09:52:21,Batal
2620,287,193,48,1,34673,Tunai,2023-08-02 10:30:28,Batal
2621,505,251,21,3,104883,E-Wallet,2023-03-26 17:38:03,Selesai
2622,1163,300,2,6,510882,E-Wallet,2023-12-14 01:12:56,Diproses
2623,1298,172,23,6,86202,Transfer Bank,2023-10-22 08:27:11,Selesai
2624,1310,94,26,8,506312,E-Wallet,2023-05-26 21:07:00,Batal
2625,1663,48,17,5,29780,Transfer Bank,2023-01-18 11:15:18,Selesai
2626,444,281,14,6,94560,Tunai,2023-03-11 11:28:28,Diproses
2627,1642,172,23,6,86202,Tunai,2023-10-10 23:06:46,Diproses
2628,427,139,18,5,393400,Debit,2023-12-06 19:38:10,Diproses
2629,818,247,46,3,20406,Kartu Kredit,2023-07-27 04:04:06,Diproses
2630,469,294,28,1,83503,Debit,2023-07-02 01:44:15,Selesai
2631,1960,120,17,2,167980,Debit,2023-12-26 07:02:11,Batal
2632,566,194,7,2,21502,Debit,2023-09-24 15:55:39,Batal
2633,599,298,3,4,123528,Kartu Kredit,2023-05-19 21:03:21,Selesai
2634,235,134,19,10,521830,E-Wallet,2023-07-24 06:31:05,Diproses
2635,956,163,9,4,106972,Tunai,2023-02-22 01:05:32,Diproses
2636,17,149,29,1,12598,Transfer Bank,2023-05-06 03:24:26,Batal
2637,500,226,9,8,502256,E-Wallet,2023-06-15 00:35:46,Selesai
2638,1053,100,34,1,23946,Transfer Bank,2023-11-09 09:28:08,Batal
2639,1029,27,29,1,20292,Tunai,2023-10-08 19:39:22,Diproses
2640,1098,246,32,4,86508,Tunai,2023-05-02 04:14:08,Selesai
2641,1193,44,13,6,75780,Tunai,2023-01-26 05:07:31,Batal
2642,469,222,27,8,175696,Transfer Bank,2023-06-10 05:16:14,Selesai
2643,1293,54,26,1,27266,E-Wallet,2023-11-07 01:55:25,Diproses
2644,159,281,14,8,126080,Tunai,2023-01-18 14:34:27,Diproses
2645,1376,208,22,9,314595,Debit,2023-06-14 08:55:35,Batal
2646,264,170,7,8,119928,Tunai,2023-06-07 21:17:05,Diproses
2647,1123,2,15,3,262101,E-Wallet,2023-11-16 05:17:54,Diproses
2648,1345,102,18,4,310172,Tunai,2023-05-25 13:58:23,Batal
2649,368,101,38,1,26293,E-Wallet,2023-01-13 21:49:21,Selesai
2650,379,100,34,1,23946,Kartu Kredit,2023-07-15 00:51:59,Batal
2651,1791,172,23,6,86202,Tunai,2023-09-20 06:04:00,Batal
2652,1875,71,16,3,86406,Debit,2023-10-15 17:41:33,Selesai
2653,197,149,29,3,37794,Tunai,2023-06-06 18:54:15,Batal
2654,984,19,39,2,92680,Debit,2023-01-30 06:39:57,Batal
2655,655,290,34,3,250560,Tunai,2023-02-07 01:38:39,Batal
2656,870,128,1,4,122724,Transfer Bank,2023-02-24 14:56:54,Selesai
2657,278,70,29,5,117510,Tunai,2023-01-13 05:40:04,Batal
2658,476,67,8,3,246381,Kartu Kredit,2023-01-19 07:51:25,Batal
2659,774,72,29,1,10862,Tunai,2023-09-15 13:59:00,Diproses
2660,1258,24,5,2,57270,Tunai,2023-10-22 10:36:25,Selesai
2661,525,274,44,5,56500,Kartu Kredit,2023-03-28 20:21:22,Diproses
2662,207,99,41,4,196776,Kartu Kredit,2023-05-22 05:09:28,Selesai
2663,1059,194,7,2,21502,Kartu Kredit,2023-03-03 11:41:07,Selesai
2664,1502,131,41,6,289578,E-Wallet,2023-09-21 19:18:03,Batal
2665,683,65,10,4,320232,Debit,2023-03-14 02:34:27,Diproses
2666,819,153,19,5,76935,Transfer Bank,2023-06-21 22:26:05,Batal
2667,1625,3,33,3,65172,Debit,2023-08-15 16:00:38,Diproses
2668,881,220,34,4,100668,Debit,2023-03-09 12:33:49,Diproses
2669,112,299,49,6,170760,Kartu Kredit,2023-06-19 19:36:32,Batal
2670,1304,243,3,4,158132,Debit,2023-09-15 01:05:05,Diproses
2671,1127,185,42,3,74145,Transfer Bank,2023-07-03 06:24:19,Selesai
2672,730,208,22,2,69910,Debit,2023-09-25 07:57:37,Selesai
2673,786,207,36,6,499050,Debit,2023-08-07 12:56:08,Selesai
2674,548,250,41,7,55153,Kartu Kredit,2023-05-24 14:09:05,Selesai
2675,1787,262,21,1,12049,Transfer Bank,2023-12-22 18:52:46,Batal
2676,853,154,31,2,53076,Debit,2023-07-03 14:11:11,Batal
2677,449,128,1,7,214767,Transfer Bank,2023-09-29 01:32:39,Batal
2678,327,148,4,8,149840,Debit,2023-12-25 18:28:36,Batal
2679,890,163,9,4,106972,Debit,2023-03-22 22:13:36,Diproses
2680,1189,209,9,3,74889,Transfer Bank,2023-08-03 03:49:59,Batal
2681,1532,128,1,3,92043,Debit,2023-03-20 15:53:02,Diproses
2682,1547,199,48,8,220960,Transfer Bank,2023-02-28 12:56:52,Batal
2683,212,174,40,8,438320,Tunai,2023-03-02 20:07:23,Diproses
2684,938,215,3,4,65804,Transfer Bank,2023-12-28 15:36:06,Selesai
2685,664,139,18,4,314720,Debit,2023-06-09 13:09:35,Diproses
2686,673,257,10,7,162260,Kartu Kredit,2023-09-17 17:15:23,Diproses
2687,54,212,4,2,51566,E-Wallet,2023-10-11 18:53:18,Diproses
2688,302,152,30,10,548540,E-Wallet,2023-08-18 05:24:50,Diproses
2689,485,280,33,2,85268,E-Wallet,2023-02-07 08:28:35,Batal
2690,1763,115,19,9,85374,Tunai,2023-02-09 10:06:19,Batal
2691,1837,264,33,4,66176,E-Wallet,2023-02-04 07:48:11,Selesai
2692,502,12,31,8,296584,Kartu Kredit,2023-07-04 01:50:57,Selesai
2693,778,31,46,8,575000,Kartu Kredit,2023-10-28 23:40:06,Selesai
2694,1932,49,28,5,79550,Transfer Bank,2023-08-27 06:39:00,Batal
2695,1669,247,46,9,61218,Tunai,2023-08-04 21:39:40,Selesai
2696,792,141,38,10,390720,Kartu Kredit,2023-02-15 18:12:18,Selesai
2697,251,147,34,7,201334,Kartu Kredit,2023-08-18 23:16:06,Batal
2698,1604,227,36,7,328811,Kartu Kredit,2023-05-06 13:30:42,Diproses
2699,570,74,25,10,157810,Kartu Kredit,2023-05-31 22:01:06,Diproses
2700,608,177,35,7,348292,Kartu Kredit,2023-12-23 04:33:39,Selesai
2701,1225,56,20,8,389520,Kartu Kredit,2023-10-18 12:20:33,Diproses
2702,1763,154,31,1,26538,Kartu Kredit,2023-06-03 13:30:11,Diproses
2703,538,259,5,2,47838,Tunai,2023-03-12 11:54:29,Diproses
2704,848,197,3,5,67420,Transfer Bank,2023-06-28 17:02:41,Selesai
2705,1271,210,43,8,90696,Tunai,2023-06-09 21:15:55,Diproses
2706,1821,282,10,4,104444,Kartu Kredit,2023-05-08 15:06:53,Selesai
2707,1229,57,39,1,23254,Tunai,2023-06-01 07:36:33,Selesai
2708,348,180,16,10,193700,Tunai,2023-02-14 02:43:20,Batal
2709,1590,127,11,10,596790,Transfer Bank,2023-04-16 16:14:11,Diproses
2710,1199,18,11,2,173242,Kartu Kredit,2023-03-29 22:24:01,Selesai
2711,558,140,31,4,149928,E-Wallet,2023-12-23 09:02:31,Diproses
2712,859,247,46,4,27208,Debit,2023-07-27 04:23:08,Selesai
2713,577,24,5,10,286350,Transfer Bank,2023-11-06 13:54:21,Diproses
2714,544,46,5,1,21037,Tunai,2023-12-02 22:09:12,Batal
2715,1011,111,36,1,22571,Tunai,2023-04-08 11:54:45,Diproses
2716,187,54,26,7,190862,Tunai,2023-04-20 21:03:33,Diproses
2717,1341,43,7,1,87273,Tunai,2023-11-26 11:51:17,Batal
2718,1344,83,37,1,67847,Kartu Kredit,2023-07-25 16:34:23,Diproses
2719,1702,214,38,7,175805,Tunai,2023-06-06 23:24:05,Diproses
2720,68,38,24,10,102520,Transfer Bank,2023-01-16 08:41:02,Selesai
2721,598,74,25,2,31562,Kartu Kredit,2023-04-11 03:01:41,Diproses
2722,1834,169,41,5,386045,Transfer Bank,2023-04-12 09:56:13,Selesai
2723,123,108,29,6,218886,Kartu Kredit,2023-01-30 00:08:04,Batal
2724,126,245,9,10,132030,Tunai,2023-07-08 14:42:41,Diproses
2725,205,106,13,9,673263,E-Wallet,2023-01-23 19:41:21,Selesai
2726,664,247,46,2,13604,Tunai,2023-11-04 02:00:15,Batal
2727,238,105,22,3,56685,Tunai,2023-08-15 09:38:38,Diproses
2728,634,9,9,3,105207,Debit,2023-12-18 22:30:36,Batal
2729,1371,3,33,3,65172,Transfer Bank,2023-08-04 18:59:25,Diproses
2730,181,149,29,2,25196,Tunai,2023-02-21 11:10:33,Diproses
2731,941,154,31,6,159228,Kartu Kredit,2023-12-19 21:07:43,Batal
2732,1913,39,43,10,245030,Kartu Kredit,2023-06-19 09:07:03,Batal
2733,1740,262,21,6,72294,E-Wallet,2023-05-28 19:07:02,Batal
2734,1762,220,34,4,100668,Transfer Bank,2023-01-28 20:44:09,Selesai
2735,1135,41,27,1,76291,E-Wallet,2023-04-28 03:43:33,Diproses
2736,1988,57,39,7,162778,Tunai,2023-10-31 21:01:53,Diproses
2737,587,87,2,4,399968,Kartu Kredit,2023-02-16 04:53:04,Batal
2738,582,25,7,2,111060,Kartu Kredit,2023-02-02 00:02:04,Batal
2739,447,170,7,1,14991,E-Wallet,2023-08-20 18:41:26,Diproses
2740,888,95,16,7,183799,Tunai,2023-06-07 21:02:26,Diproses
2741,519,177,35,6,298536,Kartu Kredit,2023-05-06 12:12:32,Selesai
2742,1552,255,5,5,288770,Tunai,2023-01-01 18:47:45,Selesai
2743,1297,187,21,5,140360,E-Wallet,2023-10-07 21:04:28,Selesai
2744,1914,239,11,10,706570,Transfer Bank,2023-08-20 22:24:25,Diproses
2745,1257,142,23,9,117234,Transfer Bank,2023-12-22 07:29:58,Batal
2746,873,200,10,10,850320,Debit,2023-07-16 18:37:59,Diproses
2747,1945,114,31,1,29513,Tunai,2023-05-24 09:36:20,Selesai
2748,1211,175,10,7,203959,E-Wallet,2023-05-16 02:21:56,Diproses
2749,1879,206,16,4,64700,Debit,2023-05-22 09:18:02,Diproses
2750,607,75,22,3,67419,E-Wallet,2023-09-05 20:00:12,Diproses
2751,177,234,49,3,41328,E-Wallet,2023-06-06 23:29:07,Selesai
2752,1558,186,38,7,126784,Debit,2023-01-11 01:18:55,Batal
2753,784,5,27,8,149792,Tunai,2023-09-15 14:44:50,Selesai
2754,170,151,36,5,151115,Tunai,2023-11-22 18:28:58,Selesai
2755,11,194,7,9,96759,E-Wallet,2023-12-01 10:27:41,Selesai
2756,534,21,43,9,255312,E-Wallet,2023-10-30 03:45:32,Selesai
2757,1796,3,33,1,21724,E-Wallet,2023-06-08 21:48:57,Diproses
2758,1228,31,46,5,359375,Tunai,2023-07-08 16:33:25,Selesai
2759,1099,73,21,1,22454,E-Wallet,2023-06-08 07:30:57,Selesai
2760,394,257,10,2,46360,Tunai,2023-05-17 09:10:55,Diproses
2761,331,72,29,4,43448,Kartu Kredit,2023-08-03 11:00:33,Selesai
2762,371,90,43,9,466677,Kartu Kredit,2023-04-21 06:13:08,Selesai
2763,1098,143,11,8,246480,Debit,2023-12-03 10:45:50,Selesai
2764,1078,99,41,6,295164,Transfer Bank,2023-08-18 13:02:03,Diproses
2765,609,17,4,1,25086,Debit,2023-02-05 20:00:48,Selesai
2766,1488,284,40,5,73140,E-Wallet,2023-08-24 02:10:24,Selesai
2767,468,191,44,2,14516,Tunai,2023-12-30 12:16:07,Selesai
2768,711,16,4,6,463908,Kartu Kredit,2023-05-04 18:21:14,Batal
2769,1900,75,22,3,67419,Transfer Bank,2023-08-18 22:17:37,Selesai
2770,1892,4,35,7,121030,Debit,2023-02-15 16:40:20,Diproses
2771,1435,185,42,8,197720,Transfer Bank,2023-01-16 21:32:26,Diproses
2772,1555,238,20,9,805509,Kartu Kredit,2023-01-12 08:15:46,Selesai
2773,1898,277,43,1,63554,Tunai,2023-01-10 05:10:34,Batal
2774,210,148,4,6,112380,Kartu Kredit,2023-04-28 00:09:16,Selesai
2775,1256,171,2,3,74712,Transfer Bank,2023-10-23 12:34:20,Selesai
2776,1905,135,45,5,87560,E-Wallet,2023-08-04 19:13:17,Batal
2777,1639,233,45,5,131185,Kartu Kredit,2023-08-02 19:59:20,Selesai
2778,359,44,13,9,113670,Transfer Bank,2023-12-26 18:05:58,Diproses
2779,458,12,31,7,259511,Kartu Kredit,2023-10-21 14:30:43,Batal
2780,1020,287,19,1,58061,Kartu Kredit,2023-06-30 10:56:13,Diproses
2781,1199,60,40,3,250974,Tunai,2023-03-28 04:25:53,Diproses
2782,1271,228,49,5,485780,Kartu Kredit,2023-11-16 05:46:30,Diproses
2783,825,295,2,1,45681,Debit,2023-11-13 06:01:25,Batal
2784,1132,166,22,6,176970,E-Wallet,2023-11-01 13:43:10,Batal
2785,1214,293,11,5,185795,Tunai,2023-07-31 13:15:47,Batal
2786,383,295,2,1,45681,E-Wallet,2023-08-23 01:58:13,Batal
2787,1161,26,23,5,216285,Debit,2023-12-14 03:24:29,Selesai
2788,1065,279,9,7,476994,Tunai,2023-05-27 12:20:18,Selesai
2789,1491,25,7,7,388710,Debit,2023-06-13 06:12:45,Batal
2790,493,120,17,8,671920,Debit,2023-05-25 04:20:38,Batal
2791,1831,23,43,2,38970,E-Wallet,2023-05-04 15:12:46,Selesai
2792,910,213,5,2,66682,Kartu Kredit,2023-06-12 10:24:58,Diproses
2793,1148,36,10,5,425570,Transfer Bank,2023-12-16 02:31:33,Diproses
2794,120,72,29,6,65172,Kartu Kredit,2023-09-04 14:47:57,Selesai
2795,1049,144,43,4,203736,E-Wallet,2023-10-08 17:47:07,Batal
2796,1262,83,37,10,678470,E-Wallet,2023-04-25 20:41:31,Batal
2797,618,236,41,8,617200,Kartu Kredit,2023-05-06 11:35:26,Selesai
2798,1089,145,17,3,291951,Kartu Kredit,2023-10-16 22:05:06,Selesai
2799,1846,129,19,3,107787,Kartu Kredit,2023-04-28 02:00:41,Diproses
2800,10,17,4,5,125430,Tunai,2023-06-26 11:01:40,Diproses
2801,259,158,38,2,100378,Debit,2023-05-13 19:44:44,Selesai
2802,1930,204,13,10,127500,Tunai,2023-05-08 05:42:56,Diproses
2803,693,162,25,8,436640,Debit,2023-11-25 11:50:32,Diproses
2804,1901,15,36,7,189637,Kartu Kredit,2023-11-20 22:20:29,Batal
2805,1154,194,7,1,10751,Kartu Kredit,2023-04-18 18:57:26,Selesai
2806,756,232,15,1,64810,Kartu Kredit,2023-10-24 06:38:23,Selesai
2807,454,74,25,10,157810,Debit,2023-09-20 09:34:30,Diproses
2808,597,184,40,3,199626,Kartu Kredit,2023-11-26 10:56:52,Selesai
2809,660,276,10,3,87576,Transfer Bank,2023-05-31 05:56:06,Selesai
2810,95,144,43,1,50934,Kartu Kredit,2023-08-23 23:56:55,Batal
2811,804,95,16,10,262570,Transfer Bank,2023-02-05 04:52:50,Batal
2812,324,51,28,8,342240,Debit,2023-03-02 23:06:23,Diproses
2813,285,68,34,1,28751,Debit,2023-02-03 19:01:07,Batal
2814,951,278,20,3,87915,Tunai,2023-05-20 11:49:28,Diproses
2815,494,91,50,7,451710,E-Wallet,2023-08-23 14:50:24,Selesai
2816,973,3,33,7,152068,Kartu Kredit,2023-02-19 00:17:13,Batal
2817,1540,17,4,4,100344,Tunai,2023-11-22 20:03:39,Selesai
2818,1201,81,44,9,770814,Tunai,2023-04-28 07:29:59,Diproses
2819,1598,184,40,1,66542,Kartu Kredit,2023-02-28 17:30:27,Selesai
2820,857,49,28,10,159100,Tunai,2023-02-11 06:15:20,Diproses
2821,491,125,20,4,259468,Debit,2023-08-29 09:27:11,Selesai
2822,1003,250,41,2,15758,Transfer Bank,2023-01-24 23:57:48,Selesai
2823,120,12,31,3,111219,Transfer Bank,2023-09-09 16:05:14,Batal
2824,882,51,28,7,299460,Kartu Kredit,2023-03-13 12:55:23,Batal
2825,772,144,43,8,407472,Tunai,2023-07-19 15:58:16,Diproses
2826,755,182,44,10,349850,Debit,2023-01-01 22:54:15,Diproses
2827,921,297,21,10,247850,Kartu Kredit,2023-03-30 02:54:11,Selesai
2828,586,177,35,4,199024,Kartu Kredit,2023-10-16 12:19:42,Selesai
2829,170,198,35,8,188872,E-Wallet,2023-12-22 18:11:44,Diproses
2830,1574,39,43,5,122515,Debit,2023-05-27 08:26:42,Batal
2831,904,148,4,4,74920,E-Wallet,2023-01-05 23:45:25,Diproses
2832,243,152,30,6,329124,Kartu Kredit,2023-09-21 04:25:39,Diproses
2833,1433,54,26,2,54532,E-Wallet,2023-07-13 18:34:52,Batal
2834,1985,216,4,7,159516,Debit,2023-01-23 16:27:05,Batal
2835,363,242,19,7,180656,Tunai,2023-02-18 13:17:09,Selesai
2836,1606,295,2,3,137043,Transfer Bank,2023-02-03 14:36:58,Diproses
2837,1328,165,27,8,418032,Transfer Bank,2023-01-22 08:06:56,Batal
2838,1357,38,24,10,102520,Tunai,2023-03-02 12:54:13,Selesai
2839,504,36,10,2,170228,E-Wallet,2023-07-05 19:34:27,Diproses
2840,1121,227,36,1,46973,E-Wallet,2023-09-02 08:33:52,Batal
2841,1296,219,41,4,58092,Debit,2023-04-06 13:34:48,Selesai
2842,310,102,18,8,620344,Tunai,2023-07-29 09:15:08,Batal
2843,1200,80,28,2,89994,Kartu Kredit,2023-05-28 00:20:56,Diproses
2844,1059,146,33,9,201573,Debit,2023-06-10 19:33:09,Selesai
2845,1867,255,5,2,115508,Tunai,2023-04-22 02:20:15,Selesai
2846,1242,160,13,4,68028,Tunai,2023-01-16 13:13:19,Selesai
2847,1923,126,7,8,270544,Debit,2023-10-28 04:02:07,Selesai
2848,1167,276,10,10,291920,Kartu Kredit,2023-12-06 07:29:16,Selesai
2849,1440,38,24,4,41008,Kartu Kredit,2023-04-11 20:08:32,Batal
2850,706,258,12,7,548933,E-Wallet,2023-08-26 21:53:59,Selesai
2851,260,246,32,9,194643,Debit,2023-02-10 02:39:12,Batal
2852,1350,284,40,4,58512,E-Wallet,2023-06-10 06:57:53,Batal
2853,1168,37,36,6,82938,Kartu Kredit,2023-12-24 00:57:43,Diproses
2854,286,22,43,2,67810,Tunai,2023-10-30 12:16:37,Batal
2855,1367,16,4,7,541226,Debit,2023-03-05 13:29:28,Diproses
2856,877,202,29,5,434955,Kartu Kredit,2023-06-17 09:58:51,Batal
2857,1774,113,21,6,163434,Tunai,2023-11-09 19:38:15,Selesai
2858,1000,94,26,5,316445,Debit,2023-05-15 03:36:20,Selesai
2859,1971,128,1,8,245448,Debit,2023-09-19 05:28:14,Batal
2860,644,198,35,10,236090,E-Wallet,2023-06-09 12:18:22,Batal
2861,1084,226,9,9,565038,Debit,2023-08-17 14:54:02,Batal
2862,328,85,14,5,67190,Transfer Bank,2023-04-22 20:09:34,Diproses
2863,753,62,2,1,98554,Debit,2023-06-07 23:36:48,Diproses
2864,283,162,25,1,54580,E-Wallet,2023-08-13 16:53:28,Selesai
2865,1988,291,9,7,473942,Debit,2023-05-29 18:32:28,Diproses
2866,1903,171,2,2,49808,Kartu Kredit,2023-11-14 20:15:33,Diproses
2867,112,216,4,3,68364,E-Wallet,2023-12-07 03:11:49,Batal
2868,1457,253,26,3,136857,Transfer Bank,2023-03-31 20:56:40,Diproses
2869,655,12,31,10,370730,E-Wallet,2023-08-15 22:08:02,Selesai
2870,528,138,44,3,299886,Tunai,2023-02-20 20:55:08,Diproses
2871,226,155,13,7,614334,Debit,2023-12-16 22:14:55,Selesai
2872,382,76,27,4,348424,Debit,2023-12-13 19:10:22,Batal
2873,946,282,10,1,26111,Debit,2023-12-20 16:24:43,Batal
2874,1992,253,26,10,456190,E-Wallet,2023-11-30 04:51:20,Selesai
2875,766,60,40,9,752922,Debit,2023-09-29 02:53:55,Diproses
2876,107,235,10,1,12088,Kartu Kredit,2023-03-31 09:25:00,Diproses
2877,1252,272,25,3,65916,Tunai,2023-04-24 15:16:32,Batal
2878,1138,74,25,4,63124,Kartu Kredit,2023-06-22 16:58:23,Diproses
2879,1498,80,28,1,44997,Transfer Bank,2023-09-29 08:30:44,Diproses
2880,553,163,9,2,53486,E-Wallet,2023-07-09 14:42:17,Batal
2881,1569,228,49,1,97156,E-Wallet,2023-03-18 13:23:17,Batal
2882,1291,113,21,3,81717,Transfer Bank,2023-06-15 13:45:46,Selesai
2883,9,58,14,2,67624,Kartu Kredit,2023-12-10 00:46:27,Selesai
2884,56,26,23,9,389313,Debit,2023-07-15 11:50:22,Batal
2885,260,199,48,5,138100,Transfer Bank,2023-03-21 01:07:57,Selesai
2886,1542,109,45,7,151193,E-Wallet,2023-09-20 09:56:04,Diproses
2887,781,12,31,9,333657,Kartu Kredit,2023-09-26 11:44:08,Diproses
2888,1240,208,22,8,279640,Tunai,2023-09-28 19:25:03,Selesai
2889,781,5,27,6,112344,Debit,2023-08-24 13:49:29,Batal
2890,1825,223,7,10,193760,Kartu Kredit,2023-01-10 07:56:46,Diproses
2891,759,215,3,5,82255,Transfer Bank,2023-10-05 18:04:30,Selesai
2892,233,97,43,3,166608,Debit,2023-08-30 10:01:36,Batal
2893,1564,48,17,10,59560,Kartu Kredit,2023-05-26 07:48:02,Selesai
2894,1690,1,15,2,147412,Tunai,2023-12-16 02:33:36,Batal
2895,598,201,27,2,144250,E-Wallet,2023-05-14 23:27:08,Diproses
2896,1466,31,46,9,646875,Tunai,2023-03-26 04:08:11,Diproses
2897,1503,261,42,10,266060,Tunai,2023-04-22 00:14:00,Batal
2898,1307,35,36,1,20069,Debit,2023-01-24 20:37:24,Batal
2899,496,33,6,6,36612,E-Wallet,2023-05-30 12:06:23,Diproses
2900,697,39,43,4,98012,Debit,2023-03-16 03:37:00,Diproses
2901,1300,53,47,5,108360,Transfer Bank,2023-09-08 18:36:16,Selesai
2902,978,159,23,8,189280,Debit,2023-05-17 19:20:05,Diproses
2903,103,101,38,1,26293,Transfer Bank,2023-09-06 05:25:08,Selesai
2904,212,207,36,9,748575,Debit,2023-05-29 03:12:53,Batal
2905,917,57,39,8,186032,E-Wallet,2023-08-02 04:15:26,Batal
2906,74,47,44,10,284810,Tunai,2023-03-02 02:32:23,Batal
2907,1619,53,47,7,151704,Transfer Bank,2023-07-24 17:04:13,Diproses
2908,1145,105,22,8,151160,Tunai,2023-06-19 07:10:32,Selesai
2909,219,188,35,9,231858,E-Wallet,2023-06-14 18:41:59,Diproses
2910,866,58,14,2,67624,Transfer Bank,2023-08-10 20:46:25,Batal
2911,1693,198,35,8,188872,Debit,2023-08-13 21:59:56,Diproses
2912,1460,267,48,4,149084,Kartu Kredit,2023-03-04 01:44:10,Batal
2913,135,244,1,1,28633,Debit,2023-12-02 20:52:11,Selesai
2914,682,275,39,4,28152,Debit,2023-03-15 15:07:08,Batal
2915,731,277,43,2,127108,Transfer Bank,2023-05-16 01:31:16,Batal
2916,671,226,9,3,188346,Transfer Bank,2023-05-24 13:05:05,Selesai
2917,747,123,27,4,319248,Transfer Bank,2023-09-12 19:36:30,Diproses
2918,1578,261,42,3,79818,Debit,2023-03-03 20:03:35,Batal
2919,820,73,21,2,44908,E-Wallet,2023-12-18 15:08:25,Diproses
2920,988,172,23,9,129303,Tunai,2023-01-26 20:09:32,Diproses
2921,677,277,43,5,317770,E-Wallet,2023-06-16 02:59:02,Diproses
2922,994,107,36,1,29377,Kartu Kredit,2023-01-03 12:12:44,Selesai
2923,1616,264,33,6,99264,Kartu Kredit,2023-03-03 04:50:52,Batal
2924,367,246,32,7,151389,E-Wallet,2023-08-19 02:45:05,Diproses
2925,1662,114,31,5,147565,Debit,2023-01-28 01:01:14,Diproses
2926,760,32,33,3,82899,Debit,2023-02-18 20:22:21,Diproses
2927,760,154,31,7,185766,Tunai,2023-04-03 15:28:36,Selesai
2928,1647,279,9,8,545136,Kartu Kredit,2023-12-22 10:53:57,Selesai
2929,1097,289,29,8,195624,Kartu Kredit,2023-12-11 02:07:43,Diproses
2930,1726,5,27,8,149792,Kartu Kredit,2023-08-04 18:17:11,Diproses
2931,1730,86,18,8,206984,E-Wallet,2023-07-02 04:43:37,Batal
2932,1884,60,40,2,167316,Transfer Bank,2023-04-24 14:11:56,Selesai
2933,654,66,12,8,92056,Transfer Bank,2023-12-24 21:23:28,Batal
2934,407,1,15,10,737060,Tunai,2023-01-04 08:20:43,Batal
2935,1859,43,7,3,261819,Tunai,2023-01-19 15:51:28,Selesai
2936,1468,143,11,3,92430,Kartu Kredit,2023-04-25 15:29:38,Diproses
2937,595,251,21,4,139844,Tunai,2023-05-16 11:02:24,Diproses
2938,1349,248,3,8,411024,E-Wallet,2023-02-06 11:32:37,Diproses
2939,1709,219,41,2,29046,Transfer Bank,2023-08-15 05:53:31,Diproses
2940,973,56,20,7,340830,Debit,2023-10-03 15:35:53,Diproses
2941,890,180,16,7,135590,E-Wallet,2023-10-26 21:47:59,Batal
2942,833,152,30,1,54854,Transfer Bank,2023-08-25 16:01:10,Diproses
2943,1396,194,7,9,96759,Kartu Kredit,2023-03-17 15:24:02,Batal
2944,1596,137,21,1,5647,Tunai,2023-08-27 20:09:09,Diproses
2945,751,78,20,3,78441,Debit,2023-02-23 18:04:17,Diproses
2946,778,187,21,4,112288,E-Wallet,2023-08-31 09:26:03,Selesai
2947,1961,94,26,3,189867,Tunai,2023-08-14 00:54:57,Selesai
2948,1557,133,4,4,79504,Transfer Bank,2023-10-01 04:21:12,Selesai
2949,940,11,1,6,149808,Debit,2023-07-05 17:31:36,Diproses
2950,499,216,4,1,22788,Tunai,2023-05-10 22:27:51,Batal
2951,1616,59,11,2,35772,Debit,2023-01-15 10:11:14,Diproses
2952,1438,50,8,1,32925,Tunai,2023-06-04 03:59:09,Diproses
2953,1698,78,20,7,183029,Tunai,2023-01-12 22:25:27,Diproses
2954,67,69,40,7,244419,Debit,2023-08-06 16:28:19,Diproses
2955,1470,107,36,5,146885,E-Wallet,2023-12-20 07:20:43,Batal
2956,1225,234,49,9,123984,Kartu Kredit,2023-03-27 16:40:22,Batal
2957,592,260,49,9,273906,Kartu Kredit,2023-05-20 02:15:42,Batal
2958,1832,46,5,10,210370,Kartu Kredit,2023-02-11 20:44:25,Batal
2959,1169,207,36,8,665400,Transfer Bank,2023-02-05 10:52:53,Batal
2960,788,125,20,9,583803,E-Wallet,2023-09-04 01:18:11,Batal
2961,1748,146,33,4,89588,Kartu Kredit,2023-01-09 21:52:11,Selesai
2962,188,254,48,3,119928,E-Wallet,2023-06-14 09:16:47,Batal
2963,300,266,40,3,71643,Debit,2023-06-02 13:35:03,Diproses
2964,683,136,29,10,900480,Kartu Kredit,2023-10-07 20:31:05,Batal
2965,1372,66,12,5,57535,Tunai,2023-01-16 07:12:47,Selesai
2966,1412,73,21,1,22454,Transfer Bank,2023-06-01 21:31:49,Diproses
2967,102,45,15,5,229310,E-Wallet,2023-11-03 18:30:06,Selesai
2968,655,45,15,10,458620,Tunai,2023-08-06 06:42:57,Batal
2969,574,107,36,3,88131,E-Wallet,2023-12-07 18:04:09,Selesai
2970,821,104,12,1,41934,Kartu Kredit,2023-04-02 01:26:07,Batal
2971,1841,216,4,4,91152,E-Wallet,2023-08-21 08:18:20,Diproses
2972,1562,103,40,1,5717,Tunai,2023-12-19 06:32:49,Selesai
2973,117,20,16,10,657440,Tunai,2023-07-24 09:41:21,Diproses
2974,1206,121,32,2,47310,Transfer Bank,2023-06-22 04:28:57,Diproses
